id,subject,unit,topic,difficulty,question_type,type,question,options,correct_answer,explanation,starter_code,test_cases
che110-u1-21,CHE110,1,Environmental Studies,easy,MCQ,mcq,Scope of environmental studies?,"[""Global and local"",""Only forest"",""Only ocean"",""None""]",0,Covers all aspects of the natural and built world.,,
che110-u1-22,CHE110,1,Importance,medium,MCQ,mcq,Why is environmental awareness needed?,"[""Resource depletion and pollution"",""Only for exams"",""Fashion"",""None""]",0,Essential to protect the planet's life support systems.,,
che110-u1-23,CHE110,1,Components,hard,MCQ,mcq,Ecotone is ___.,"[""Transition zone between two ecosystems"",""Center of forest"",""Deep ocean"",""None""]",0,Areas with high biodiversity where two habitats meet.,,
che110-u1-24,CHE110,1,History,easy,MCQ,mcq,First UN conference on Environment?,"[""Stockholm 1972"",""Paris 2015"",""None"",""Montreal""]",0,The United Nations Conference on the Human Environment.,,
che110-u1-25,CHE110,1,Sustainability,medium,MCQ,mcq,Linear economy vs Circular?,"[""Circular is sustainable (Reuse)"",""Linear is better"",""None"",""Both""]",0,Circular economy aims to eliminate waste by design.,,
che110-u1-26,CHE110,1,Spheres of Earth,hard,MCQ,mcq,Troposphere height range?,"[""0 to 10-15 km"",""50 km"",""100 km"",""None""]",0,The lowest layer where weather occurs.,,
che110-u1-27,CHE110,1,Sustainable Development Goals,easy,MCQ,mcq,Target year for SDGs?,"[""2030"",""2020"",""2050"",""2100""]",0,Commonly known as the 2030 Agenda.,,
che110-u1-28,CHE110,1,Pillars,medium,MCQ,mcq,Social sustainability involves ___.,"[""Equity and Justice"",""Only money"",""Only trees"",""None""]",0,Focuses on human well-being and community health.,,
che110-u1-29,CHE110,1,Sustainability,hard,MCQ,mcq,Ecological footprint measures ___.,"[""Human impact on Nature's resources"",""Size of shoes"",""Tree height"",""None""]",0,Amount of land/sea needed to sustain a population's consumption.,,
che110-u1-30,CHE110,1,History,easy,MCQ,mcq,IPCC stands for ___.,"[""Intergovernmental Panel on Climate Change"",""International..."",""None"",""Indian...""]",0,The leading global body for the assessment of climate change.,,
che110-u1-31,CHE110,1,Importance,medium,MCQ,mcq,"Environment provides 'services', e.g. ___.","[""Pollination and Oxygen"",""Credit cards"",""None"",""Both""]",0,Benefits humans derive from healthy ecosystems.,,
che110-u1-32,CHE110,1,History,hard,MCQ,mcq,Montreal Protocol goal?,"[""Ozone layer protection"",""Carbon tax"",""Oceans"",""None""]",0,Phasing out substances that deplete the ozone layer.,,
che110-u1-33,CHE110,1,Spheres of Earth,easy,MCQ,mcq,Gases in atmosphere: nitrogen %?,"[""78%"",""21%"",""1%"",""0.04%""]",0,Nitrogen is the most abundant gas in our air.,,
che110-u1-34,CHE110,1,Spheres of Earth,medium,MCQ,mcq,Gases in atmosphere: oxygen %?,"[""21%"",""78%"",""0.03%"",""None""]",0,Essential for respiration in most living things.,,
che110-u1-35,CHE110,1,Sustainable Development Goals,hard,MCQ,mcq,SDG 14 focus?,"[""Life Below Water"",""Life on Land"",""Peace"",""None""]",0,Conserving and sustainably using the oceans and seas.,,
che110-u1-36,CHE110,1,Sustainable Development Goals,easy,MCQ,mcq,Which SDG is 'Quality Education'?,"[""SDG 4"",""SDG 1"",""SDG 10"",""None""]",0,Ensuring inclusive and equitable quality education.,,
che110-u1-37,CHE110,1,Sustainability,medium,MCQ,mcq,Renewable vs Non-renewable?,"[""Sun is renewable"",""Coal is renewable"",""None"",""Both""]",0,Nature's ability to replenish determines the category.,,
che110-u1-38,CHE110,1,Carrying Capacity,hard,MCQ,mcq,If population exceeds carrying capacity ___.,"[""System collapses/Resource scarcity"",""Growth speeds up"",""None"",""Nothing""]",0,"Leads to starvation, disease, or environment degradation.",,
che110-u1-39,CHE110,1,Components,easy,MCQ,mcq,Consumers in environment?,"[""Animals"",""Plants"",""Sunlight"",""None""]",0,Organisms that feed on others for energy.,,
che110-u1-40,CHE110,1,Components,medium,MCQ,mcq,Decomposers help in ___.,"[""Nutrient cycling"",""Sunlight production"",""None"",""Both""]",0,Breaking down organic waste into minerals.,,
che110-u1-41,CHE110,1,Introduction,hard,MCQ,mcq,Holozoic nutrition example?,"[""Humans"",""Plants"",""Mushrooms"",""None""]",0,Ingesting solid organic matter.,,
che110-u1-42,CHE110,1,Sustainable Development,easy,MCQ,mcq,Brundtland Report title?,"[""Our Common Future"",""Green Earth"",""None"",""Silent Spring""]",0,Published by the World Commission on Environment and Development.,,
che110-u1-43,CHE110,1,Ethics,medium,MCQ,mcq,Anthropocentrism means ___.,"[""Human-centered view"",""Earth-centered"",""None"",""Both""]",0,Belief that humans are the most significant entity in the universe.,,
che110-u1-44,CHE110,1,Ethics,hard,MCQ,mcq,Biocentrism means ___.,"[""Life-centered view"",""Money-centered"",""None"",""Both""]",0,Rights and needs of all living beings are valued.,,
che110-u1-45,CHE110,1,Spheres of Earth,easy,MCQ,mcq,Cryosphere refers to ___.,"[""Frozen water/Ice"",""Hot air"",""None"",""Rocks""]",0,Portion of Earth's surface where water is in solid form.,,
che110-u1-46,CHE110,1,Sustainability,medium,MCQ,mcq,Triple Bottom Line (TBL)?,"[""People, Planet, Profit"",""Red, Blue, Green"",""None"",""Both""]",0,"Accounting framework with three parts: social, environmental and financial.",,
che110-u1-47,CHE110,1,Importance,hard,MCQ,mcq,Global warming is primarily due to ___.,"[""Excess Greenhouse Gases (GHG)"",""Volcanoes only"",""None"",""Sunspots""]",0,"CO2, CH4, and N2O trapping heat in the atmosphere.",,
che110-u1-48,CHE110,1,Sustainability,easy,MCQ,mcq,Reducing waste (3Rs)?,"[""Reduce, Reuse, Recycle"",""Run, Read, Rest"",""None"",""Both""]",0,The foundational hierarchy of waste management.,,
che110-u1-49,CHE110,1,History,medium,MCQ,mcq,World Environment Day?,"[""June 5"",""April 22"",""September 16"",""None""]",0,UN's principal vehicle for encouraging worldwide awareness.,,
che110-u1-50,CHE110,1,History,hard,MCQ,mcq,Earth Day?,"[""April 22"",""June 5"",""May 1"",""None""]",0,Annual event to demonstrate support for environmental protection.,,
che110-u1-51,CHE110,1,Components,easy,MCQ,mcq,Primary producers?,"[""Green plants (Photosynthesis)"",""Lions"",""None"",""Cows""]",0,Autotrophs that convert solar energy into chemical energy.,,
che110-u1-52,CHE110,1,Sustainable Development Goals,medium,MCQ,mcq,SDG 15 focus?,"[""Life on Land"",""Gender"",""Ocean"",""None""]",0,Protecting and restoring terrestrial ecosystems.,,
che110-u1-53,CHE110,1,Sustainable Development Goals,hard,MCQ,mcq,MDGs vs SDGs?,"[""SDGs are universal and broader"",""MDGs were later"",""None"",""Same""]",0,Millennium Development Goals were the precursors to SDGs.,,
che110-u1-54,CHE110,1,Pillars,easy,MCQ,mcq,Economic sustainability meaning ___.,"[""Profit without destroying nature"",""Unlimited greed"",""None"",""Zero growth""]",0,Financial viability balanced with resources.,,
che110-u1-55,CHE110,1,Environmental Studies,medium,MCQ,mcq,Public awareness is key to ___.,"[""Conservation"",""Pollution"",""None"",""Greed""]",0,Education leads to better individual and policy choices.,,
che110-u1-56,CHE110,1,Sustainable Development,hard,MCQ,mcq,Weak vs Strong sustainability?,"[""Strong says nature is non-replaceable"",""Weak is better"",""None"",""Both""]",0,Models of how much natural capital can be substituted by human capital.,,
che110-u1-57,CHE110,1,Spheres of Earth,easy,MCQ,mcq,Ozone chemical formula?,"[""O3"",""O2"",""CO2"",""None""]",0,Three oxygen atoms bonded together.,,
che110-u1-58,CHE110,1,Spheres of Earth,medium,MCQ,mcq,Greenhouse effect is ___.,"[""Natural and necessary for life"",""Always bad"",""None"",""Both""]",0,Keeps Earth warm; excessive effect causes warming.,,
che110-u1-59,CHE110,1,Sustainable Development Goals,hard,MCQ,mcq,SDG 5 focus?,"[""Gender Equality"",""Industry"",""Hunger"",""None""]",0,Empowering all women and girls.,,
che110-u1-60,CHE110,1,Sustainable Development Goals,easy,MCQ,mcq,SDG 7 focus?,"[""Affordable and Clean Energy"",""Poverty"",""Education"",""None""]",0,Ensuring access to modern energy for all.,,
che110-u1-61,CHE110,1,Ethics,medium,MCQ,mcq,Deep Ecology philosophy?,"[""Intrinsic value of all life"",""Nature for profit"",""None"",""Both""]",0,Living beings have rights regardless of utility to humans.,,
che110-u1-62,CHE110,1,Sustainable Development,hard,MCQ,mcq,Tragedy of the Commons?,"[""Overuse of shared resources"",""Funny play"",""None"",""Successful farming""]",0,Individually rational behavior leading to collective resource ruin.,,
che110-u1-63,CHE110,1,Environmental Studies,easy,MCQ,mcq,Unit of environment?,"[""Ecosystem"",""City"",""None"",""Only plants""]",0,A community of organisms interacting with their environment.,,
che110-u1-64,CHE110,1,Components,medium,MCQ,mcq,Trophic level 1 consists of ___.,"[""Producers"",""Herbivores"",""Carnivores"",""None""]",0,The base of the food chain.,,
che110-u1-65,CHE110,1,Sustainability,hard,MCQ,mcq,Steady-state economy?,"[""Stable population and resource consumption"",""Rapid growth"",""None"",""Both""]",0,An economy that does not grow in throughput of matter/energy.,,
che110-u1-66,CHE110,1,History,easy,MCQ,mcq,Silent Spring author?,"[""Rachel Carson"",""Amartya Sen"",""None"",""Both""]",0,Book that launched the modern environmental movement.,,
che110-u1-67,CHE110,1,Importance,medium,MCQ,mcq,Ecosystem resilience?,"[""Ability to recover from disturbance"",""Breakiness"",""None"",""Both""]",0,Healthy systems can bounce back from fire/storm/pollution.,,
che110-u1-68,CHE110,1,Importance,hard,MCQ,mcq,Invasive species impact?,"[""Disrupt local ecosystems"",""Always good"",""None"",""No impact""]",0,Outcompeting native plants and animals.,,
che110-u1-69,CHE110,1,Spheres of Earth,easy,MCQ,mcq,Weather occurs in ___.,"[""Troposphere"",""Exosphere"",""Stratosphere"",""None""]",0,Due to high air density and moisture.,,
che110-u1-70,CHE110,1,Spheres of Earth,medium,MCQ,mcq,Aurora happens in ___.,"[""Ionosphere / Thermosphere"",""Troposphere"",""None"",""Both""]",0,Charged particles interacting with the magnetic field.,,
che110-u1-71,CHE110,1,Sustainability,hard,MCQ,mcq,Environmental Kuznets Curve?,"[""Link between income and environment"",""Shape of a leaf"",""None"",""Waterfall""]",0,Idea that pollution increases with growth then decreases after a threshold.,,
che110-u1-72,CHE110,1,Sustainability,easy,MCQ,mcq,Organic farming avoids ___.,"[""Synthetic pesticides/fertilizers"",""Water"",""Manure"",""None""]",0,Sustainable agriculture method.,,
che110-u1-73,CHE110,1,Sustainability,medium,MCQ,mcq,Greenwashing means ___.,"[""Misleading claims about environment friendliness"",""Cleaning trees"",""None"",""Both""]",0,Deceptive marketing for 'eco-friendly' image.,,
che110-u1-74,CHE110,1,Sustainable Development Goals,hard,MCQ,mcq,SDG 17 focus?,"[""Partnerships for the goals"",""Peace"",""Hunger"",""None""]",0,Global collaboration is necessary for success.,,
che110-u1-75,CHE110,1,Sustainable Development Goals,easy,MCQ,mcq,Which SDG is 'Zero Hunger'?,"[""SDG 2"",""SDG 3"",""SDG 1"",""None""]",0,End hunger and improve nutrition.,,
che110-u1-76,CHE110,1,Sustainable Development Goals,medium,MCQ,mcq,SDG 11 focus?,"[""Sustainable Cities and Communities"",""Ocean"",""Education"",""None""]",0,"Making cities safe, resilient and sustainable.",,
che110-u1-77,CHE110,1,Ethics,hard,MCQ,mcq,Ecocentrism focus?,"[""The whole ecosystem (Nature first)"",""People first"",""None"",""Both""]",0,Environment as a whole has primary value.,,
che110-u1-78,CHE110,1,Environmental Studies,easy,MCQ,mcq,Most harmful gas for ozone?,"[""CFCs"",""Oxygen"",""Nitrogen"",""None""]",0,Chlorofluorocarbons release chlorine which destroys O3.,,
che110-u1-79,CHE110,1,Environmental Studies,medium,MCQ,mcq,Primary source of energy on Earth?,"[""Solar Energy"",""Geothermal"",""None"",""Nuclear""]",0,Fuel for almost all food chains.,,
che110-u1-80,CHE110,1,Sustainable Development,hard,MCQ,mcq,Inter-generational vs Intra-generational equity?,"[""Future vs Current equality"",""Same"",""None"",""Both""]",0,Core ethical dimensions of sustainability.,,
che110-u1-81,CHE110,1,Sustainable Development Goals,easy,MCQ,mcq,SDG 3 focus?,"[""Good Health and Well-being"",""Poverty"",""Gender"",""None""]",0,Ensure healthy lives at all ages.,,
che110-u1-82,CHE110,1,Importance,medium,MCQ,mcq,Biodiversity loss risk?,"[""Ecosystem instability"",""More space for humans"",""None"",""Both""]",0,Weakens nature's ability to provide services.,,
che110-u1-83,CHE110,1,Sustainability,hard,MCQ,mcq,Bio-accumulation vs Bio-magnification?,"[""Organism vs Food chain concentration"",""Same"",""None"",""Both""]",0,Increasing toxic concentration through levels of an ecosystem.,,
che110-u1-84,CHE110,1,History,easy,MCQ,mcq,Chipko Movement concern?,"[""Forest conservation"",""Water"",""Air"",""None""]",0,Villagers hugging trees to prevent logging (India).,,
che110-u1-85,CHE110,1,Sustainability,medium,MCQ,mcq,Renewable energy examples?,"[""Solar, Wind, Hydro, Geothermal"",""Coal, Oil"",""None"",""Both""]",0,Sources that don't run out.,,
che110-u1-86,CHE110,1,Sustainable Development Goals,hard,MCQ,mcq,SDG 12 focus?,"[""Responsible Consumption and Production"",""Peace"",""Hunger"",""None""]",0,Doing more and better with less.,,
che110-u1-87,CHE110,1,Environmental Studies,easy,MCQ,mcq,Acid rain pH is ___.,"[""Less than 5.6"",""7.0"",""More than 7"",""None""]",0,Result of SO2 and NOx reacting with clouds.,,
che110-u1-88,CHE110,1,Components,medium,MCQ,mcq,Symbiosis vs Parasitism?,"[""Both benefit vs One benefits/One harmed"",""Same"",""None"",""Both""]",0,Types of interactions between species.,,
che110-u1-89,CHE110,1,History,hard,MCQ,mcq,Kyoto Protocol focus?,"[""Carbon emission reduction"",""Nuclear waste"",""None"",""Oceans""]",0,Agreement to reduce Greenhouse gas emissions.,,
che110-u1-90,CHE110,1,Sustainability,easy,MCQ,mcq,Composting is for ___ waste.,"[""Organic (Kitchen/Garden)"",""Plastic"",""Metal"",""None""]",0,Natural recycling of nutrients.,,
che110-u1-91,CHE110,1,Sustainability,medium,MCQ,mcq,E-waste contains ___.,"[""Toxic heavy metals"",""Only plastic"",""None"",""Food""]",0,"Lead, mercury and cadmium from electronics.",,
che110-u1-92,CHE110,1,History,hard,MCQ,mcq,Paris Agreement goal?,"[""Limit warming to 1.5 - 2.0 degrees"",""Find oil"",""None"",""Both""]",0,Global goal for climate change mitigation.,,
che110-u1-93,CHE110,1,Environmental Studies,easy,MCQ,mcq,Deforestation leads to ___.,"[""Soil erosion and Habitat loss"",""More rain"",""None"",""Both""]",0,Removal of trees faster than they regrow.,,
che110-u1-94,CHE110,1,Sustainable Development Goals,medium,MCQ,mcq,SDG 8 focus?,"[""Decent Work and Economic Growth"",""Water"",""Ocean"",""None""]",0,Sustainable and inclusive economic development.,,
che110-u1-95,CHE110,1,Sustainable Development Goals,hard,MCQ,mcq,SDG 9 focus?,"[""Industry, Innovation and Infrastructure"",""Hunger"",""Education"",""None""]",0,Building resilient infrastructure.,,
che110-u1-96,CHE110,1,Sustainable Development Goals,easy,MCQ,mcq,SDG 10 focus?,"[""Reduced Inequality"",""Poverty"",""Energy"",""None""]",0,Reducing inequality within and among countries.,,
che110-u1-97,CHE110,1,Sustainable Development Goals,medium,MCQ,mcq,SDG 16 focus?,"[""Peace, Justice and Strong Institutions"",""Water"",""Nature"",""None""]",0,Promoting peaceful and inclusive societies.,,
che110-u1-98,CHE110,1,Sustainability,hard,MCQ,mcq,Vulnerability in sustainability?,"[""Susceptibility to harm (e.g. from climate)"",""Speed"",""None"",""Both""]",0,Measure of how much an entity is at risk.,,
che110-u1-99,CHE110,1,Sustainability,medium,MCQ,mcq,Adaptation vs Mitigation?,"[""Adjustment vs Cause-Reduction"",""Same"",""None"",""Both""]",0,Two strategies to deal with environmental change.,,
che110-u1-100,CHE110,1,History,easy,MCQ,mcq,Main cause of desertification?,"[""Overgrazing/Deforestation"",""Too much rain"",""None"",""Both""]",0,Degradation of land in arid/semi-arid regions.,,
che110-u2-1,CHE110,2,Natural Resources,easy,MCQ,mcq,Which of the following is a renewable resource?,"[""Coal"",""Natural Gas"",""Solar Energy"",""Petroleum""]",2,"Renewable resources can be replenished naturally over short periods, like solar, wind, and water.",,
che110-u2-2,CHE110,2,Ecosystem,easy,MCQ,mcq,The basic functional unit of biosphere is?,"[""Community"",""Population"",""Ecosystem"",""Species""]",2,An ecosystem is a community of living organisms in conjunction with the nonliving components of their environment.,,
che110-u2-3,CHE110,2,Food Chain,medium,MCQ,mcq,Which of the following is a primary producer in an aquatic ecosystem?,"[""Phytoplankton"",""Small fish"",""Whale"",""Crab""]",0,Phytoplankton are microscopic marine plants that form the base of several aquatic food webs.,,
che110-u2-4,CHE110,2,Ecological Pyramids,medium,MCQ,mcq,Which pyramid is always upright in a stable ecosystem?,"[""Pyramid of Biomass"",""Pyramid of Number"",""Pyramid of Energy"",""None of these""]",2,The pyramid of energy is always upright because energy is lost as heat at each trophic level.,,
che110-u2-5,CHE110,2,Ecosystem,hard,MCQ,mcq,10% law of energy transfer was proposed by?,"[""Charles Elton"",""Raymond Lindeman"",""Eugene Odum"",""Ernst Haeckel""]",1,"Raymond Lindeman proposed the 10% law, stating that only about 10% of energy is transferred to the next trophic level.",,
che110-u2-6,CHE110,2,Natural Resources,medium,MCQ,mcq,Deforestation generally decreases?,"[""Soil erosion"",""Rainfall"",""Drought"",""Global warming""]",1,"Loss of vegetation reduces transpiration, which can lead to decreased local rainfall.",,
che110-u2-7,CHE110,2,Ecological Succession,hard,MCQ,mcq,Succession that starts on bare rock is known as?,"[""Hydrosere"",""Lithosere"",""Halosere"",""Psammosere""]",1,Lithosere is ecological succession that begins on a newly exposed rock surface.,,
che110-u2-8,CHE110,2,Energy Flow,easy,MCQ,mcq,The sequence of eating and being eaten is called?,"[""Food chain"",""Food web"",""Food habit"",""Food cycle""]",0,"A food chain shows how each living thing gets food, and how nutrients and energy are passed.",,
che110-u2-9,CHE110,2,Natural Resources,easy,MCQ,mcq,Major cause of land degradation is?,"[""Soil erosion"",""Afforestation"",""Organic farming"",""Planned urbanization""]",0,Soil erosion by water and wind is a primary driver of land degradation globally.,,
che110-u2-10,CHE110,2,Ecosystem,hard,MCQ,mcq,Detrivores are organisms that feed on?,"[""Fresh plants"",""Small animals"",""Dead organic matter"",""Live parasites""]",2,Detrivores like earthworms help decompose dead matter and recycle nutrients.,,
che110-u2-11,CHE110,2,Natural Resources,easy,MCQ,mcq,Fossil fuels are ___ resources.,"[""Renewable"",""Non-renewable"",""Perpetual"",""None""]",1,Fossil fuels like coal and oil took millions of years to form and are finite.,,
che110-u2-12,CHE110,2,Water Resources,medium,MCQ,mcq,Percentage of Earth's fresh water?,"[""2.5%"",""97%"",""50%"",""10%""]",0,"About 97.5% of water on Earth is salty, leaving only 2.5% as fresh water.",,
che110-u2-13,CHE110,2,Natural Resources,hard,MCQ,mcq,Main cause of water crisis?,"[""Over-exploitation"",""Pollution"",""Climate change"",""All of above""]",3,"A combination of rising demand, contamination, and warming weather causes water stress.",,
che110-u2-14,CHE110,2,Energy Resources,medium,MCQ,mcq,Geothermal energy is obtained from ___.,"[""Sun"",""Wind"",""Earth's heat"",""Water""]",2,Energy derived from the sub-surface heat of the Earth.,,
che110-u2-15,CHE110,2,Forest Resources,easy,MCQ,mcq,Example of forest resource product?,"[""Timber"",""Honey"",""Medicine"",""All of above""]",3,"Forests provide wood, non-timber forest products (NTFPs), and biological active chemicals.",,
che110-u2-16,CHE110,2,Ecosystem,easy,MCQ,mcq,Two components of ecosystem?,"[""Biotic/Abiotic"",""Animal/Plant"",""Sea/Land"",""None""]",0,Biotic includes all living things; Abiotic includes non-living components like air and minerals.,,
che110-u2-17,CHE110,2,Energy Flow,medium,MCQ,mcq,Autotrophs are ___.,"[""Producers"",""Consumers"",""Decomposers"",""None""]",0,Organisms that can produce their own food from inorganic sources.,,
che110-u2-18,CHE110,2,Natural Resources,hard,MCQ,mcq,Biomass energy source?,"[""Wood"",""Agricultural waste"",""Manure"",""All of above""]",3,All organic material from plants and animals used as fuel.,,
che110-u2-19,CHE110,2,Natural Resources,easy,MCQ,mcq,Main source of oxygen?,"[""Forests"",""Rocks"",""Desert"",""None""]",0,Plants release oxygen as a byproduct of photosynthesis.,,
che110-u2-20,CHE110,2,Ecosystem,medium,MCQ,mcq,Heterotrophs are ___.,"[""Consumers"",""Producers"",""Rocks"",""None""]",0,Organisms that must consume others for energy.,,
che110-u2-21,CHE110,2,Ecosystem,hard,MCQ,mcq,Niche refers to ___.,"[""Functional role of species"",""Place of living"",""None"",""Both""]",0,The specific role or 'profession' of a species within its habitat.,,
che110-u2-22,CHE110,2,Natural Resources,easy,MCQ,mcq,Solar energy is ___.,"[""Inexhaustible"",""Exhaustible"",""None"",""Hidden""]",0,Available as long as the sun exists.,,
che110-u2-23,CHE110,2,Land Resources,medium,MCQ,mcq,Desertification cause?,"[""Overgrazing"",""More forest"",""None"",""Both""]",0,Degradation of land in dry areas due to various factors including human activities.,,
che110-u2-24,CHE110,2,Water Resources,hard,MCQ,mcq,Surface vs Groundwater?,"[""Rivers vs Aquifers"",""Same"",""None"",""Both""]",0,Rivers/lakes are surface water; underground reserves are groundwater.,,
che110-u2-25,CHE110,2,Forest Resources,easy,MCQ,mcq,Main cause of deforestation?,"[""Agriculture expansion"",""Planting trees"",""None"",""Both""]",0,Clearing land for crops or livestock is a major driver.,,
che110-u2-26,CHE110,2,Energy Flow,medium,MCQ,mcq,Energy flow direction?,"[""Unidirectional"",""Cyclic"",""None"",""Both""]",0,Energy flows from producers to consumers and doesn't return.,,
che110-u2-27,CHE110,2,Energy Flow,hard,MCQ,mcq,Nutrient flow direction?,"[""Cyclic"",""Unidirectional"",""None"",""Both""]",0,Nutrients are recycled through the decomposition process.,,
che110-u2-28,CHE110,2,Ecosystem,easy,MCQ,mcq,Desert ecosystem characteristic?,"[""Low rainfall"",""High snow"",""None"",""Both""]",0,Arid conditions with sparse vegetation.,,
che110-u2-29,CHE110,2,Ecosystem,medium,MCQ,mcq,Estuary is ___.,"[""Meeting place of river and sea"",""Deep mountain"",""None"",""Both""]",0,"Where fresh water and salt water mix, often highly productive.",,
che110-u2-30,CHE110,2,Pyramids,hard,MCQ,mcq,Inverted pyramid of number found in ___.,"[""Tree ecosystem (single tree)"",""Grassland"",""Pond"",""None""]",0,A single large producer (tree) supporting many small consumers (insects).,,
che110-u2-31,CHE110,2,Pyramids,easy,MCQ,mcq,Top level in food chain?,"[""Apex predator"",""Grass"",""Rabbit"",""None""]",0,Consumers at the end of a food chain with no natural predators.,,
che110-u2-32,CHE110,2,Natural Resources,medium,MCQ,mcq,Lignite is a type of ___.,"[""Coal"",""Soil"",""Tree"",""None""]",0,A low-grade brown coal.,,
che110-u2-33,CHE110,2,Natural Resources,hard,MCQ,mcq,Tidal energy source?,"[""Gravitational pull of moon"",""Wind"",""None"",""Sun""]",0,The rise and fall of tides used to generate power.,,
che110-u2-34,CHE110,2,Succession,easy,MCQ,mcq,Pioneer species examples?,"[""Lichens and Mosses"",""Large trees"",""None"",""Dogs""]",0,The first colonizers of a bare habitat.,,
che110-u2-35,CHE110,2,Succession,medium,MCQ,mcq,Climax community?,"[""Final stable community"",""First community"",""None"",""Both""]",0,A community that has reached a steady state through succession.,,
