id,subject,unit,topic,difficulty,question_type,type,question,options,correct_answer,explanation,starter_code,test_cases
cse320-u2-40,CSE320,2,Design Principles,easy,MCQ,mcq,Divide and Conquer relates to ___.,"[""Modularity"", ""One big file"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Breaking a large problem into manageable sub-tasks. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-41,CSE320,2,Design Principles,medium,MCQ,mcq,Software architecture is ___ level design.,"[""High"", ""Low"", ""Detail"", ""The client performs all testing independently""]",0,"Structural blueprint of the entire system. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-42,CSE320,2,Design Principles,hard,MCQ,mcq,Concurrency is a ___ concern.,"[""Design"", ""Hardware only"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Handling multiple tasks simultaneously at the design level. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-43,CSE320,2,Coupling,medium,MCQ,mcq,Common coupling involves ___.,"[""Shared global data"", ""Functions"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Modules sharing a common global data area. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-44,CSE320,2,Cohesion,medium,MCQ,mcq,Logical cohesion means ___.,"[""Related by category but different task"", ""Same task"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Parts are grouped because they perform logically similar tasks. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-45,CSE320,2,Cohesion,hard,MCQ,mcq,Procedural cohesion involves ___.,"[""Order of execution"", ""Same record"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Elements are grouped based on their sequence of execution. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-46,CSE320,2,Data Flow Diagrams,easy,MCQ,mcq,Symbol for data flow?,"[""Arrow"", ""Circle"", ""Box"", ""The client performs all testing independently""]",0,"Directed line representing movement of data. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-47,CSE320,2,Data Flow Diagrams,medium,MCQ,mcq,Context diagram has ___ bubbles.,"[""One"", ""Many"", ""The client performs all testing independently"", ""Two""]",0,"Level 0 DFD representing the whole system as one process. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-48,CSE320,2,Data Flow Diagrams,hard,MCQ,mcq,Level 1 DFD shows ___.,"[""Major sub-processes"", ""All details"", ""Single box"", ""The client performs all testing independently""]",0,"Decomposition of the system into its primary subsystems. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-49,CSE320,2,Structure Charts,medium,MCQ,mcq,Arc over call lines means ___.,"[""Iterative call (Loop)"", ""Optional"", ""One time"", ""The client performs all testing independently""]",0,"Indicates that the call is part of a loop. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-50,CSE320,2,Structure Charts,hard,MCQ,mcq,Difference between DFD and Structure Chart?,"[""Data flow vs Module call"", ""The client performs all testing independently"", ""Same thing"", ""Opposite""]",0,"DFD shows data movement; Structure Chart shows module hierarchy. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-51,CSE320,2,Design Principles,easy,MCQ,mcq,Encapsulation supports ___.,"[""Information Hiding"", ""Showing details"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Wrapping data and logic within a module. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-52,CSE320,2,Design Principles,medium,MCQ,mcq,Coupling is an ____ attribute.,"[""Inter-module"", ""Intra-module"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Measures strength of relationship between separate modules. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-53,CSE320,2,Design Principles,medium,MCQ,mcq,Cohesion is an ____ attribute.,"[""Intra-module"", ""Inter-module"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Measures strength of relationship between elements within a module. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-54,CSE320,2,Design Principles,hard,MCQ,mcq,Open-Closed Principle?,"[""Open for extension, closed for modification"", ""Open doors"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Entities should be extendable without changing existing code. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-55,CSE320,2,Coupling,medium,MCQ,mcq,External coupling refers to ___.,"[""Outside protocol/file format"", ""Internal data"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Dependence on external protocols or interfaces. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-56,CSE320,2,Cohesion,medium,MCQ,mcq,Best cohesion rank?,"[""Functional > Sequential > ..."", ""Logic first"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Functional is the highest and best form of cohesion. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-57,CSE320,2,Data Flow Diagrams,easy,MCQ,mcq,Output of DFD reflects ___.,"[""What system does"", ""How it's coded"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Focuses on the logical transformation of data. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-58,CSE320,2,Data Flow Diagrams,medium,MCQ,mcq,Gane-Sarson is a ___ set.,"[""DFD notation"", ""UML"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Commonly used graphical notation for DFDs. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-59,CSE320,2,Data Flow Diagrams,hard,MCQ,mcq,Transformation analysis used in ___ mapping.,"[""DFD to Structure Chart"", ""Code to Doc"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Technique to convert DFDs into hierarchical structure charts. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-60,CSE320,2,Structure Charts,easy,MCQ,mcq,Root of structure chart is ___ module.,"[""Top-level"", ""Utility"", ""Base"", ""The client performs all testing independently""]",0,"The main controlling module of the system. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-61,CSE320,2,Structure Charts,medium,MCQ,mcq,Transaction analysis handles ___.,"[""Multiple paths based on input"", ""Sequential only"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Mapping where input determines different processing paths. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-62,CSE320,2,Design Documentation,easy,MCQ,mcq,Who uses a design document?,"[""Developers and Testers"", ""Users only"", ""CEO only"", ""The client performs all testing independently""]",0,"Provides a reference for implementation and verification. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-63,CSE320,2,Design Review,medium,MCQ,mcq,Design Walkthrough is a ___.,"[""Peer review"", ""Official audit"", ""Punishment"", ""The client performs all testing independently""]",0,"Informal session to find defects and improve quality. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-64,CSE320,2,Design Principles,medium,MCQ,mcq,Software design model consists of ___.,"[""Data, Architecture, Interface, Component"", ""Only code"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Broad spectrum covering all structural aspects. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-65,CSE320,2,Design Principles,hard,MCQ,mcq,Layered architecture provides ___.,"[""Clear separation of concerns"", ""Mixing of data"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Organizes modules into specific functional layers. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-66,CSE320,2,Coupling,easy,MCQ,mcq,High coupling makes maintenance ___.,"[""Harder"", ""Easier"", ""Faster"", ""The client performs all testing independently""]",0,"Inter-dependence makes changes ripple through the system. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-67,CSE320,2,Cohesion,easy,MCQ,mcq,Low cohesion makes reuse ___.,"[""Harder"", ""Easier"", ""Faster"", ""The client performs all testing independently""]",0,"A module doing too much is hard to extract for other uses. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-68,CSE320,2,Data Flow Diagrams,medium,MCQ,mcq,Black-hole in DFD means ___.,"[""Process with only input"", ""Process with only output"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Error where a process receives data but produces none. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-69,CSE320,2,Data Flow Diagrams,hard,MCQ,mcq,Miracle in DFD means ___.,"[""Process with only output"", ""Black hole"", ""Correctness"", ""The client performs all testing independently""]",0,"Error where a process produces data without receiving any. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-70,CSE320,2,Structure Charts,medium,MCQ,mcq,Modules at same level are ___.,"[""Brothers/Peers"", ""Parents"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Refers to sibling modules in the hierarchy. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-71,CSE320,2,Design Principles,easy,MCQ,mcq,DRY principle stands for ___.,"[""Don't Repeat Yourself"", ""Do Read Yearly"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Core principle aimed at reducing repetition of logic. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-72,CSE320,2,Design Principles,medium,MCQ,mcq,KISS principle stands for ___.,"[""Keep It Simple, Stupid"", ""King Is Super Smart"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Advocates for simplicity in design to avoid unnecessary complexity. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-73,CSE320,2,Design Principles,hard,MCQ,mcq,SOLID principles help in ___.,"[""Better software design"", ""Hardware manufacturing"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,A set of five design principles for making software more understandable and flexible.,,
cse320-u2-74,CSE320,2,Coupling,hard,MCQ,mcq,Message coupling is ___.,"[""Low (Good)"", ""High"", ""Same as data"", ""The client performs all testing independently""]",0,A low-coupling technique where modules communicate via messages without shared state.,,
cse320-u2-75,CSE320,2,Cohesion,medium,MCQ,mcq,Temporal cohesion example?,"[""Initialization routine"", ""Reading file"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"An initialization routine groups tasks that must happen at the same time. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-76,CSE320,2,Data Flow Diagrams,easy,MCQ,mcq,Yourdon-Coad is another ___.,"[""DFD notation"", ""Code style"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Standard DFD symbol set. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-77,CSE320,2,Data Flow Diagrams,medium,MCQ,mcq,Does a DFD show timing?,"[""No"", ""Yes"", ""Only in Level 0"", ""The client performs all testing independently""]",0,"DFDs show data flow, not control timing. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-78,CSE320,2,Structure Charts,hard,MCQ,mcq,Morphometrics of structure chart?,"[""Size, depth, width"", ""Color, weight"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Structural attributes of the chart. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-79,CSE320,2,Design Principles,medium,MCQ,mcq,Separation of concerns is ___.,"[""Breaking system into features"", ""Mixing logic"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Managing complexity by isolating distinct features. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-80,CSE320,2,Design Principles,medium,MCQ,mcq,Polymorphism is used in ___ design.,"[""Object-Oriented"", ""Functional only"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Core concept of OOD. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-81,CSE320,2,Design Principles,hard,MCQ,mcq,Refactoring helps in ___.,"[""Improving internal structure"", ""Adding new features"", ""Fixing bugs only"", ""The client performs all testing independently""]",0,"Cleaning code without changing behavior. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-82,CSE320,2,Coupling,medium,MCQ,mcq,Pass-by-reference creates ___ coupling than pass-by-value.,"[""Higher (Potentially)"", ""Lower"", ""Same"", ""The client performs all testing independently""]",0,"Direct access to memory increases dependency. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-83,CSE320,2,Cohesion,medium,MCQ,mcq,Functional cohesion module name example?,"[""compute_tax()"", ""do_everything()"", ""The client performs all testing independently"", ""temp_vars()""]",0,"Clear, single-purpose function name. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-84,CSE320,2,Data Flow Diagrams,medium,MCQ,mcq,External entity is outside the ___.,"[""System boundary"", ""Project room"", ""The client performs all testing independently"", ""Country""]",0,"Entities provide/receive data but aren't part of the system logic. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-85,CSE320,2,Data Flow Diagrams,hard,MCQ,mcq,Primitive process is ___ level of DFD.,"[""Lowest"", ""Highest"", ""The client performs all testing independently"", ""Middle""]",0,"Cannot be decomposed further. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-86,CSE320,2,Structure Charts,medium,MCQ,mcq,Library module is ___.,"[""Used by many"", ""Used by one"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Reusable across different parts of the system. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-87,CSE320,2,Design Principles,easy,MCQ,mcq,YAGNI stands for ___.,"[""You Ain't Gonna Need It"", ""Yellow Apple Green Nut Ink"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Avoid adding functionality before it's needed. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-88,CSE320,2,Design Principles,medium,MCQ,mcq,Architectural style example?,"[""Client-Server/Microservices"", ""Bold text"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"High-level system organization. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-89,CSE320,2,Design Principles,hard,MCQ,mcq,Composition vs Inheritance?,"[""Favor composition"", ""Favor inheritance"", ""Same"", ""The client performs all testing independently""]",0,"Composition provides more flexibility. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-90,CSE320,2,Coupling,medium,MCQ,mcq,Global variables increase ___ coupling.,"[""Common"", ""Data"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Modules shared via global state. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-91,CSE320,2,Cohesion,medium,MCQ,mcq,Is logic cohesion better than coincidental?,"[""Yes"", ""No"", ""Depends"", ""The client performs all testing independently""]",0,"Logic grouping is slightly better than zero grouping. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-92,CSE320,2,Design Principles,medium,MCQ,mcq,DRY principle means:,"[""Don't Repeat Yourself"", ""Do Right Yell"", ""Daily Routine Yields"", ""The client performs all testing independently""]",0,"Aims to reduce repetition of information. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-93,CSE320,2,Design Principles,medium,MCQ,mcq,KISS principle means:,"[""Keep It Simple, Stupid"", ""Kissing Is So Sweet"", ""Keep In Safe Storage"", ""The client performs all testing independently""]",0,"Emphasizes simplicity in design. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-94,CSE320,2,Coupling,medium,MCQ,mcq,Stamp coupling involves:,"[""Passing entire data structures"", ""Passing only necessary data"", ""No data passing"", ""The client performs all testing independently""]",0,"Passing a data structure when only a part of it is needed. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-95,CSE320,2,Cohesion,medium,MCQ,mcq,Temporal cohesion groups tasks by:,"[""Function"", ""Time"", ""Randomness"", ""The client performs all testing independently""]",1,"Tasks grouped because they are performed at the same time. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-96,CSE320,2,Structure Charts,medium,MCQ,mcq,A control couple (arrow with filled circle) indicates:,"[""Data flow"", ""Control flow"", ""Module call"", ""The client performs all testing independently""]",1,"Represents a flag or switch passed between modules. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-97,CSE320,2,Data Flow Diagrams,medium,MCQ,mcq,Context Diagram is Level ___ DFD.,"[""The client performs all testing independently"", ""Documentation is always written after delivery to the client"", ""Waterfall model is always the best choice for all projects"", ""Requirements never change after formal sign-off by the client""]",0,"The highest-level DFD, showing the system as a single process. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-98,CSE320,2,Design Principles,medium,MCQ,mcq,Encapsulation is related to:,"[""Data hiding"", ""Inheritance"", ""Polymorphism"", ""Abstraction""]",0,"Bundling data with methods that operate on the data, and restricting direct access.",,
cse320-u2-99,CSE320,2,Coupling,medium,MCQ,mcq,Content coupling is:,"[""Lowest coupling"", ""Highest coupling"", ""Medium coupling"", ""No coupling""]",1,"One module directly modifies another's internal data or logic, making it the worst type of coupling.",,
cse320-u2-100,CSE320,2,Cohesion,medium,MCQ,mcq,Coincidental cohesion is:,"[""Highest cohesion"", ""Lowest cohesion"", ""Medium cohesion"", ""No cohesion""]",1,"Parts are grouped together randomly, with no meaningful relationship. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-101,CSE320,2,Structure Charts,medium,MCQ,mcq,Fan-out refers to:,"[""Number of modules a module calls"", ""Number of modules that call a module"", ""Module's size"", ""The client performs all testing independently""]",0,"The number of immediate subordinates of a module. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-102,CSE320,2,Structure Charts,medium,MCQ,mcq,Fan-in refers to:,"[""Number of modules a module calls"", ""Number of modules that call a module"", ""Module's size"", ""The client performs all testing independently""]",1,"The number of immediate superiors of a module. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-103,CSE320,2,Design Principles,medium,MCQ,mcq,Interface segregation principle (ISP) states:,"[""Clients should not be forced to depend on interfaces they do not use"", ""Documentation is always written after delivery to the client"", ""Waterfall model is always the best choice for all projects"", ""Requirements never change after formal sign-off by the client""]",0,"Promotes creating small, client-specific interfaces. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-104,CSE320,2,Design Principles,medium,MCQ,mcq,Dependency inversion principle (DIP) states:,"[""High-level modules should not depend on low-level modules. Both should depend on abstractions."", ""Documentation is always written after delivery to the client, according to the standard definition"", ""Waterfall model is always the best choice for all projects, according to the standard definition"", ""Requirements never change after formal sign-off by the client, according to the standard definition""]",0,"Reduces coupling between high-level and low-level components. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-105,CSE320,2,Data Flow Diagrams,medium,MCQ,mcq,A data store represents:,"[""A process"", ""An external entity"", ""Data at rest"", ""Data in motion""]",2,"A repository for data that is not actively being processed. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-106,CSE320,2,Design Principles,medium,MCQ,mcq,The 'Open/Closed Principle' states that software entities should be:,"[""Open for modification, closed for extension"", ""Closed for modification, open for extension"", ""Open for both modification and extension"", ""Closed for both modification and extension""]",1,"Allows adding new functionality without altering existing code. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-107,CSE320,2,Design Principles,medium,MCQ,mcq,Liskov Substitution Principle (LSP) states:,"[""Objects in a program should be replaceable with instances of their subtypes"", ""Documentation is always written after delivery to the client"", ""Waterfall model is always the best choice for all projects"", ""Requirements never change after formal sign-off by the client""]",0,Ensures that derived classes can be used interchangeably with their base classes.,,
cse320-u2-108,CSE320,2,Design Principles,medium,MCQ,mcq,Single Responsibility Principle (SRP) states:,"[""A module should have one, and only one, reason to change."", ""A module can have multiple reasons to change."", ""All modules should be responsible for everything."", ""The client performs all testing independently""]",0,"Promotes high cohesion by ensuring each module has a single, well-defined purpose.",,
cse320-u2-109,CSE320,2,Data Flow Diagrams,easy,MCQ,mcq,Can we have loops in DFD?,"[""No (Logic not shown)"", ""Yes"", ""Only in L1"", ""The client performs all testing independently""]",0,"DFDs show data flow, not control logic like loops or conditionals. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-110,CSE320,2,Data Flow Diagrams,medium,MCQ,mcq,Does process change data?,"[""Yes"", ""No"", ""Only stores it"", ""The client performs all testing independently""]",0,"A process must transform input data into some output data. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-111,CSE320,2,Structure Charts,hard,MCQ,mcq,Structure chart is a ___ tool.,"[""Hierarchical modeling"", ""Flat modeling"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"It represents modules in a tree-like hierarchy. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-112,CSE320,2,Design Documentation,medium,MCQ,mcq,SRS precedes ___ document.,"[""Design (SDD)"", ""Testing"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"The Requirements Specification is the input for the Design phase. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-113,CSE320,2,Design Review,easy,MCQ,mcq,Inspection is a ___ review.,"[""Formal"", ""Informal"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Inspection is the most formal type of technical review. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-114,CSE320,2,Design Principles,medium,MCQ,mcq,Interface design focuses on ___.,"[""Human-Machine interaction"", ""Internal logic"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"Concerned with how users interact with the system. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-115,CSE320,2,Cohesion,easy,MCQ,mcq,Ideal module has ___ cohesion.,"[""Functional"", ""Logical"", ""Coincidental"", ""The client performs all testing independently""]",0,"Functional cohesion is the highest and most desirable level. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-116,CSE320,2,Coupling,easy,MCQ,mcq,Ideal system has ___ coupling.,"[""Low"", ""High"", ""Maximum"", ""The client performs all testing independently""]",0,"Low coupling reduces dependencies and makes the system more maintainable. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u2-117,CSE320,2,Design Principles,medium,MCQ,mcq,Reliability of design means ___.,"[""System behaves as expected"", ""System is fast"", ""The client performs all testing independently"", ""Documentation is always written after delivery to the client""]",0,"A reliable design ensures the system performs its intended functions correctly. Software Engineering provides systematic methods for developing reliable, maintainable software on time and within budget. Core areas include requirements engineering, design, testing, project management, and quality assurance.",,
cse320-u3-1,CSE320,3,Unified Process,easy,MCQ,mcq,Which of the following is the first phase of the Unified Process?,"[""Inception"", ""Elaboration"", ""Construction"", ""Transition""]",0,"The Unified Process (UP) consists of four phases: Inception, Elaboration, Construction, and Transition.",,
cse320-u3-2,CSE320,3,UML Modelling,easy,MCQ,mcq,UML stands for?,"[""Unified Modeling Language"", ""United Modeling Language"", ""Universal Modeling Language"", ""The client performs all testing independently""]",0,UML is a standardized general-purpose modeling language in the field of software engineering.,,
cse320-u3-3,CSE320,3,Use Case Diagrams,medium,MCQ,mcq,Which diagram shows the interactions between actors and the system?,"[""Class Diagram"", ""Use Case Diagram"", ""Sequence Diagram"", ""Activity Diagram""]",1,Use Case diagrams describe the functional requirements of the system through actors and use cases.,,
